id,sub_name,sub_code,lecture,tutorial,practical,credit_hours,contact_hours,sub_type,course_id,branch_id,wef_session,remarks,created_by,created_on,last_updated_by,last_updated_on,action
413,Advanced Separation Technology,CHE18103,3,0,0,6,3,Theory,b.tech,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
414,Biochemical Engineering,CHE18104,3,0,0,6,3,Theory,b.tech,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
415,Clean Coal Technology,CHE18105,3,0,0,6,3,Theory,b.tech,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
416,Natural Gas Engineering,PEC16103,3,0,0,6,3,Theory,b.tech,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
417,Process Simulation Lab,CHC18201,0,0,3,3,3,Practical,b.tech,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
418,Project,CHC18801,0,0,0,6,0,Non-Contact,b.tech,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
419,Comprehensive Viva-Voce,CHC18501,0,0,0,4,0,Non-Contact,b.tech,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
420,Excursions,CHC18601,0,0,0,2,0,Non-Contact,b.tech,ce,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
421,Solid Mechanics,CEC13101,3,1,0,7,4,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
422,Project Work,CEC13301,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
423,Fluid Mechanics,CEC13102,3,1,0,7,4,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
424,Surveying,MER13151,3,1,0,7,4,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
425,"Building Material, Construction and Estimation",CEC13104,3,1,0,7,4,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
426,Methods of Applied Mathematics - I,AMR13101,3,1,0,7,4,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
427,Solid Mechanics Practical,CEC13201,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
428,Fluid Mechanics Practical,CEC13202,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
429,Surveying Practical,MER13251,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
430,Material Testing Practical,CEC13204,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
431,Open Channel and River Hydraulics,CEC14101,3,1,0,7,4,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
432,Project Work,CEC14301,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
433,Field Visit (During Summer Vacation),CEC14402,0,0,0,0,0,Non-Contact,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
434,Composite Viva -Voce,CEC14501,0,0,0,4,0,Non-Contact,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
435,Structural Analysis-I,CEC14102,3,1,0,7,4,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
436,Environmental Engineering - I,ESC14151,3,1,0,7,4,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
437,Physical and Structural Geology,GLR14157 ,3,1,0,7,4,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
438,Numerical and Statistical Methods,AMR14101,3,1,0,7,4,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
439,Open Channel and River Hydraulics Practical,CEC14201,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
440,Structural Analysis-I Practical ,CEC14202,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
441,Environmental Engineering-I Practical,ESC14251,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
442,Geology for Civil Engineering Practical,GLC14251,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
443,Design of Concrete Structure-I,CEC15101,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
444,Geotechnical Engineering-I,CEC15102,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
445,Structural Analysis-II ,CEC15103,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
446,Environmental Engineering-II,ESE15151,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
447,Design of Concrete Structure-I Practical,CEC15201,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
448,Geotechnical Engineering-I Practical,CEC15202,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
449,Environmental Engineering-II Practical,ESE15251,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
450,Project Work,CEC15301,0,0,4,4,4,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
451,Design of Steel Structures-I,CEC16101,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
452,Transportation Engineering -I,CEC16102,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
453,Geotechnical Engineering-II,CEC16103,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
454,Design of Concrete Structure-II,CEC16104,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
455,Design of Steel Structure-I Practical,CEC16201,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
456,Transportation Engineering -I Practical,CEC16202,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
457,Seminar: Paper and Presentation,CEC16501,0,0,0,2,0,Non-Contact,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
458,Project Work ,CEC16301,0,0,4,4,4,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
459,Design of Steel Structures-II ,CEC17101,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
460,Transportation Engineering-II,CEC17102,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
461,Water Resources Engineering,CEC17103,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
462,Foundation Engineering,CEC17104,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
463,Design of Steel Structures-II Practical,CEC17201,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
464,Water Resources Engineering Practical,CEC17202,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
465,Seminar: Paper and Presentation,CEC17501,0,0,0,2,0,Non-Contact,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
466,Project work,CEC17301,0,0,6,6,6,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
467,Construction Planning and Management,CEC18101,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
468,Finite Element Method,CEC18102,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
469,Industrial Management,MSR16152,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
470,Pre-Stressed Concrete Design,CEE18101,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
471,Ground Improvement,CEE18102,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
472,Hydrology and Hydraulic Structures,CEE18103,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
473,Environmental Impact Assessment,CEE18104,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
474,Finite Element Method Practical,CEC18201,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
475,Seminar: Paper and Presentation,CEC18501,0,0,0,2,0,Non-Contact,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
476,Evaluation and credit on Field Visit,CEC18402,0,0,0,6,0,Non-Contact,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
477,Project Work,CEC18301,0,0,6,6,6,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
478,Composite Viva-voce,CEC18801,0,0,0,4,0,Non-Contact,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
479,Solid Mechanics,CEC13101,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
480,Project Work,CEC13301,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
481,Fluid Mechanics,CEC13102,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
482,"Building Material, Construction and Estimation",CEC13103,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
483,Surveying,MER13151,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
484,Methods of Applied Mathematics - I,AMR13101,3,1,0,7,4,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
485,Solid Mechanics Practical,CEC13201,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
486,Fluid Mechanics Practical,CEC13202,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
487,Material Testing Practical,CEC13203,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
488,Surveying Practical,MER13251,0,0,3,3,3,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
489,Hydraulics and Hydraulic Machines,CEC14101,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
490,Project Work,CEC14301,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
491,Co-Curricular Activity ,SWC14701,0,0,0,3,0,Non-Contact,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
492,Structural Analysis-I,CEC14102,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
493,Environmental Engineering-I,ESC14151,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
494,Physical and Structural Geology,GLR14157,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
495,Numerical and Statistical Methods,AMR14101,3,1,0,7,4,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
496,Hydraulics and Hydraulic Machines Practical,CEC14201,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
497,Structural Analysis-I Practical ,CEC14202,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
498,Environmental Engineering-I Practical,ESC14251,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
499,Structural Geology Practical,GLC14257,0,0,3,3,3,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
500,Design of Concrete Structure-I,CEC15101,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
501,Geotechnical Engineering-I,CEC15102,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
502,Structural Analysis-II ,CEC15103,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
503,Environmental Engineering-II,ESE15151,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
504,Design of Concrete Structure-I Practical,CEC15201,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
505,Geotechnical Engineering-I Practical,CEC15202,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
506,Environmental Engineering-II Practical,ESE15251,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
507,Project Work,CEC15301,0,0,4,4,4,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
508,Design of Steel Structures-I,CEC16101,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
509,Transportation Engineering -I,CEC16102,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
510,Geotechnical Engineering-II,CEC16103,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
511,Design of Concrete Structure-II,CEC16104,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
512,Design of Steel Structure-I Practical,CEC16201,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
513,Transportation Engineering -I Practical,CEC16202,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
514,Seminar: Paper and Presentation,CEC16501,0,0,0,2,0,Non-Contact,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
515,Project Work,CEC16301,0,0,4,4,4,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
516,Design of Steel Structures-II ,CEC17101,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
517,Transportation Engineering-II,CEC17102,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
518,Water Resources Engineering,CEC17103,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
519,Foundation Engineering,CEC17104,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
520,Design of Steel Structures-II Practical,CEC17201,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
521,Water Resources Engineering Practical,CEC17202,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
522,Seminar: Paper and Presentation,CEC17501,0,0,0,2,0,Non-Contact,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
523,Project work,CEC17301,0,0,6,6,6,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
524,Construction Planning and Management,CEC18101,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
525,Finite Element Method,CEC18102,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
526,Industrial Management,MSR16152,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
527,Pre-Stressed Concrete Design,CEE18101,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
528,Ground Improvement,CEE18102,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
529,Hydrology and Hydraulic Structures,CEE18103,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
530,Environmental Impact Assessment,CEE18104,3,0,0,6,3,Theory,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
531,Finite Element Method Practical,CEC18201,0,0,2,2,2,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
532,Seminar: Paper and Presentation,CEC18501,0,0,0,2,0,Non-Contact,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
533,Evaluation and credit on Field Visit,CEC18402,0,0,0,6,0,Non-Contact,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
534,Project Work,CEC18301,0,0,6,6,6,Practical,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
535,Composite Viva-voce,CEC18801,0,0,0,4,0,Non-Contact,b.tech,civ,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
536,Programming Language Concepts,CSC13101,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
537,Data Structures,CSC13102,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
538,Discrete Mathematics,CSC13103,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
539,Digital Electronics,ECR13101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
540,Methods of Applied Mathematics - I,AMR13101,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
541,Programming Language Concepts Lab,CSC13201,0,0,3,3,3,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
542,Data Structures Lab,CSC13202,0,0,3,3,3,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
543,Project,CSC13801,0,0,2,2,2,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
544,Computer Organization & Architecture,CSC14101,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
545,Project,CSC14801,0,0,2,2,2,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
546,Algorithm Design & Analysis,CSC14102,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
547,Microprocessors & Applications,ECR14101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
548,Numerical & Statistical Methods,AMR14101,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
549,English for Professional Communication,HSC14306,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
550,Computer Organization & Architecture Lab,CSC14201,0,0,3,3,3,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
551,Algorithm Design & Analysis Lab,CSC14202,0,0,3,3,3,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
552,Composite Viva-Voce,CSC14501,0,0,0,4,0,Non-Contact,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
553,Co-Curricular Activities,SWC14701,0,0,0,3,0,Non-Contact,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
554,Combinatorics and Graph Theory,CSC15101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
555,Operating Systems,CSC15102,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
556,Theory of Computation,CSC15103,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
557,Software Engineering ,CSC15104,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
558,Database Management Systems,CSC15105,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
559,Operating Systems Lab,CSC15202,0,0,3,3,3,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
560,Software Engineering Lab ,CSC15204,0,0,2,2,2,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
561,Database Management Systems Lab,CSC15205,0,0,3,3,3,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
562,Project,CSC15801,0,0,4,4,4,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
563,Artificial Intelligence,CSC16101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
564,Project,CSC16801,0,0,4,4,4,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
565,Computer Networks,CSC16102,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
566,Computer Graphics,CSC16103,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
567,Language Processors,CSC16104,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
568,Managerial Economics,MSR14151,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
569,Computer Networks Lab,CSC16202,0,0,3,3,3,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
570,Computer Graphics Lab,CSC16203,0,0,3,3,3,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
571,Language Processors Lab,CSC16204,0,0,3,3,3,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
572,Composite Viva Voce,CSC16501,0,0,0,4,0,Non-Contact,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
573,Cryptography and Network Security,CSC17101,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
574,Parallel & Distributed Computing,CSC17102,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
575,Image Processing,CSE17101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
576,Computational Geometry,CSE17110,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
577,Evolutionary Computation,CSE17111,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
578,Complexity Theory,CSE17112,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
579,Advanced Algorithms,CSE17102,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
580,Functional & Logic Programming,CSE17103,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
581,Object Oriented Data Modeling,CSE17104,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
582,Information and Coding Theory,CSE17105,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
583,Multimedia Systems,CSE17106,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
584,Pattern Recognition,CSE17107,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
585,Advanced Compilers,CSE17108,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
586,Data Mining,CSE17109,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
587,Image Processing,CSE17101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
588,Computational Geometry,CSE17110,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
589,Evolutionary Computation,CSE17111,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
590,Complexity Theory,CSE17112,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
591,Advanced Algorithms,CSE17102,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
592,Functional & Logic Programming,CSE17103,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
593,Object Oriented Data Modeling,CSE17104,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
594,Information and Coding Theory,CSE17105,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
595,Multimedia Systems,CSE17106,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
596,Pattern Recognition,CSE17107,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
597,Advanced Compilers,CSE17108,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
598,Data Mining,CSE17109,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
599,Cryptography & Network Security Lab,CSC17201,0,0,3,3,3,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
600,Parallel & Distributed Computing Lab,CSC17202,0,0,3,3,3,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
601,Vacational Training,CSC17001,0,0,0,5,0,Non-Contact,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
602,Project,CSC17801,0,0,6,6,6,Practical,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
603,VLSI Design,CSC18101,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
604,Information Retrieval ,CSC18102,3,1,0,7,4,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
605,Digital System Testing and Testable Design,CSE18101,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
606,Fault Tolerant Computing Systems,CSE18110,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
607,E-Commerce Technologies,CSE18111,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
608,Quantum Computing,CSE18112,3,0,0,6,3,Theory,b.tech,cse,Monsoon,NA,806,15-05-2019 12:52,806,\N,insert
